 TIME   Etot      ELFEN     ELEN       EKIN      mag Nel
   42.10   -19.7869   -25.5742   -25.5135     5.7873   .000    4
   42.20   -19.7867   -25.5570   -25.4962     5.7702   .000    5
   42.30   -19.7866   -25.5251   -25.4643     5.7385   .000    4
   42.40   -19.7865   -25.4800   -25.4191     5.6935   .000    3
   42.50   -19.7863   -25.4232   -25.3622     5.6368   .000    4
   42.60   -19.7862   -25.3562   -25.2952     5.5700   .000    5
   42.70   -19.7861   -25.2809   -25.2198     5.4948   .000    4
   42.80   -19.7859   -25.1992   -25.1381     5.4133   .000    4
   42.90   -19.7857   -25.1132   -25.0520     5.3275   .000    4
   43.00   -19.7855   -25.0252   -24.9640     5.2397   .000    4
   43.10   -19.7853   -24.9377   -24.8765     5.1524   .000    3
   43.20   -19.7851   -24.8531   -24.7919     5.0680   .000    4
   43.30   -19.7849   -24.7740   -24.7128     4.9891   .000    4
   43.40   -19.7848   -24.7027   -24.6414     4.9179   .000    3
   43.50   -19.7846   -24.6412   -24.5799     4.8566   .000    4
   43.60   -19.7845   -24.5914   -24.5302     4.8069   .000    4
   43.70   -19.7845   -24.5545   -24.4933     4.7700   .000    3
   43.80   -19.7844   -24.5310   -24.4699     4.7466   .000    4
   43.90   -19.7845   -24.5213   -24.4601     4.7368   .000    4
   44.00   -19.7845   -24.5245   -24.4634     4.7400   .000    4
   44.10   -19.7846   -24.5396   -24.4785     4.7550   .000    4
   44.20   -19.7848   -24.5646   -24.5037     4.7798   .000    2
   44.30   -19.7850   -24.5974   -24.5364     4.8124   .000    3
   44.40   -19.7851   -24.6351   -24.5741     4.8499   .000    5
   44.50   -19.7853   -24.6748   -24.6140     4.8895   .000    3
   44.60   -19.7855   -24.7135   -24.6527     4.9279   .000    3
   44.70   -19.7858   -24.7478   -24.6870     4.9620   .000    4
   44.80   -19.7860   -24.7747   -24.7140     4.9888   .000    5
   44.90   -19.7862   -24.7913   -24.7306     5.0051   .000    4
   45.00   -19.7864   -24.7947   -24.7340     5.0083   .000    3
   45.10   -19.7865   -24.7824   -24.7218     4.9959   .000    4
   45.20   -19.7866   -24.7523   -24.6917     4.9657   .000    5
   45.30   -19.7867   -24.7027   -24.6421     4.9159   .000    4
   45.40   -19.7868   -24.6322   -24.5717     4.8454   .000    2
   45.50   -19.7868   -24.5401   -24.4796     4.7533   .000    4
   45.60   -19.7868   -24.4265   -24.3660     4.6397   .000    5
   45.70   -19.7867   -24.2921   -24.2315     4.5054   .000    5
   45.80   -19.7866   -24.1385   -24.0780     4.3520   .000    3
   45.90   -19.7863   -23.9685   -23.9079     4.1822   .000    4
   46.00   -19.7860   -23.7860   -23.7254     4.0000   .000    4
   46.10   -19.7856   -23.5957   -23.5351     3.8101   .000    5
   46.20   -19.7852   -23.4039   -23.3432     3.6187   .000    3
   46.30   -19.7847   -23.2172   -23.1565     3.4325   .000    4
   46.40   -19.7842   -23.0433   -22.9825     3.2591   .000    4
   46.50   -19.7837   -22.8898   -22.8289     3.1060   .000    4
   46.60   -19.7833   -22.7639   -22.7029     2.9806   .000    3
   46.70   -19.7830   -22.6721   -22.6111     2.8892   .000    4
   46.80   -19.7828   -22.6195   -22.5584     2.8368   .000    4
   46.90   -19.7827   -22.6093   -22.5482     2.8266   .000    4
   47.00   -19.7828   -22.6426   -22.5814     2.8598   .000    2
   47.10   -19.7830   -22.7181   -22.6568     2.9352   .000    4
   47.20   -19.7833   -22.8328   -22.7715     3.0495   .000    5
   47.30   -19.7837   -22.9817   -22.9203     3.1979   .000    4
   47.40   -19.7842   -23.1583   -23.0968     3.3741   .000    2
   47.50   -19.7846   -23.3558   -23.2943     3.5711   .000    2
   47.60   -19.7851   -23.5667   -23.5052     3.7816   .000    4
   47.70   -19.7855   -23.7841   -23.7226     3.9986   .000    4
   47.80   -19.7858   -24.0016   -23.9400     4.2157   .000    4
   47.90   -19.7861   -24.2137   -24.1522     4.4276   .000    2
   48.00   -19.7862   -24.4160   -24.3545     4.6298   .000    4
   48.10   -19.7863   -24.6054   -24.5440     4.8191   .000    4
   48.20   -19.7864   -24.7796   -24.7182     4.9932   .000    4
   48.30   -19.7864   -24.9374   -24.8761     5.1511   .000    2
   48.40   -19.7863   -25.0784   -25.0172     5.2922   .000    4
   48.50   -19.7862   -25.2029   -25.1418     5.4167   .000    5
   48.60   -19.7861   -25.3116   -25.2505     5.5255   .000    5
   48.70   -19.7860   -25.4055   -25.3445     5.6195   .000    3
   48.80   -19.7859   -25.4859   -25.4251     5.7001   .000    3
   48.90   -19.7858   -25.5543   -25.4936     5.7686   .000    4
   49.00   -19.7856   -25.6122   -25.5515     5.8266   .000    5
   49.10   -19.7855   -25.6609   -25.6004     5.8754   .000    4
   49.20   -19.7854   -25.7018   -25.6414     5.9164   .000    4
   49.30   -19.7853   -25.7361   -25.6758     5.9508   .000    2
   49.40   -19.7851   -25.7649   -25.7047     5.9797   .000    4
   49.50   -19.7851   -25.7891   -25.7290     6.0040   .000    4
   49.60   -19.7850   -25.8096   -25.7496     6.0246   .000    4
   49.70   -19.7849   -25.8270   -25.7671     6.0421   .000    2
   49.80   -19.7848   -25.8417   -25.7821     6.0569   .000    4
   49.90   -19.7848   -25.8544   -25.7948     6.0696   .000    4
   50.00   -19.7847   -25.8651   -25.8056     6.0804   .000    4
   50.10   -19.7847   -25.8741   -25.8148     6.0895   .000    2
   50.20   -19.7846   -25.8816   -25.8223     6.0969   .000    4
   50.30   -19.7846   -25.8875   -25.8283     6.1029   .000    4
   50.40   -19.7846   -25.8918   -25.8327     6.1072   .000    4
   50.50   -19.7846   -25.8945   -25.8356     6.1100   .000    2
   50.60   -19.7845   -25.8956   -25.8367     6.1111   .000    4
   50.70   -19.7845   -25.8950   -25.8362     6.1105   .000    4
   50.80   -19.7845   -25.8926   -25.8339     6.1081   .000    4
   50.90   -19.7844   -25.8884   -25.8297     6.1040   .000    2
   51.00   -19.7844   -25.8824   -25.8237     6.0980   .000    4
   51.10   -19.7844   -25.8746   -25.8160     6.0902   .000    4
   51.20   -19.7843   -25.8651   -25.8065     6.0807   .000    3
   51.30   -19.7843   -25.8539   -25.7955     6.0697   .000    3
   51.40   -19.7842   -25.8414   -25.7829     6.0572   .000    4
   51.50   -19.7842   -25.8276   -25.7691     6.0434   .000    5
   51.60   -19.7842   -25.8129   -25.7544     6.0288   .000    4
   51.70   -19.7841   -25.7976   -25.7391     6.0135   .000    2
   51.80   -19.7840   -25.7820   -25.7234     5.9979   .000    4
   51.90   -19.7840   -25.7664   -25.7078     5.9824   .000    5
   52.00   -19.7839   -25.7513   -25.6927     5.9674   .000    4
   52.10   -19.7839   -25.7371   -25.6785     5.9532   .000    2
   52.20   -19.7838   -25.7241   -25.6654     5.9404   .000    4
   52.30   -19.7837   -25.7128   -25.6540     5.9291   .000    4
   52.40   -19.7837   -25.7034   -25.6446     5.9197   .000    4
   52.50   -19.7837   -25.6963   -25.6374     5.9127   .000    2
   52.60   -19.7836   -25.6916   -25.6326     5.9081   .000    4
   52.70   -19.7836   -25.6896   -25.6306     5.9061   .000    4
   52.80   -19.7836   -25.6904   -25.6312     5.9068   .000    4
   52.90   -19.7835   -25.6939   -25.6346     5.9103   .000    2
   53.00   -19.7835   -25.7001   -25.6407     5.9166   .000    4
   53.10   -19.7835   -25.7088   -25.6494     5.9254   .000    4
   53.20   -19.7835   -25.7200   -25.6604     5.9365   .000    3
   53.30   -19.7835   -25.7333   -25.6736     5.9499   .000    4
   53.40   -19.7835   -25.7485   -25.6887     5.9650   .000    4
   53.50   -19.7835   -25.7652   -25.7053     5.9817   .000    4
   53.60   -19.7835   -25.7832   -25.7231     5.9996   .000    4
   53.70   -19.7835   -25.8019   -25.7418     6.0184   .000    4
   53.80   -19.7835   -25.8212   -25.7609     6.0377   .000    2
   53.90   -19.7835   -25.8407   -25.7803     6.0572   .000    4
   54.00   -19.7835   -25.8600   -25.7995     6.0765   .000    4
   54.10   -19.7835   -25.8790   -25.8184     6.0955   .000    3
   54.20   -19.7835   -25.8973   -25.8366     6.1138   .000    4
   54.30   -19.7835   -25.9148   -25.8540     6.1313   .000    4
   54.40   -19.7835   -25.9313   -25.8705     6.1478   .000    2
   54.50   -19.7835   -25.9467   -25.8857     6.1632   .000    4
   54.60   -19.7835   -25.9609   -25.8999     6.1775   .000    4
   54.70   -19.7834   -25.9739   -25.9128     6.1904   .000    4
   54.80   -19.7834   -25.9855   -25.9244     6.2021   .000    3
   54.90   -19.7834   -25.9958   -25.9346     6.2124   .000    4
   55.00   -19.7834   -26.0047   -25.9434     6.2213   .000    4
   55.10   -19.7834   -26.0122   -25.9508     6.2288   .000    3
   55.20   -19.7833   -26.0181   -25.9567     6.2348   .000    4
   55.30   -19.7833   -26.0224   -25.9608     6.2391   .000    4
   55.40   -19.7833   -26.0248   -25.9632     6.2414   .000    3
   55.50   -19.7833   -26.0250   -25.9632     6.2417   .000    3
   55.60   -19.7833   -26.0227   -25.9608     6.2394   .000    4
   55.70   -19.7833   -26.0173   -25.9553     6.2340   .000    5
   55.80   -19.7833   -26.0083   -25.9461     6.2250   .000    3
   55.90   -19.7834   -25.9949   -25.9325     6.2116   .000    3
   56.00   -19.7834   -25.9762   -25.9137     6.1928   .000    3
   56.10   -19.7835   -25.9511   -25.8881     6.1676   .000    3
   56.20   -19.7836   -25.9182   -25.8551     6.1346   .000    4
   56.30   -19.7837   -25.8763   -25.8130     6.0926   .000    5
   56.40   -19.7838   -25.8239   -25.7602     6.0400   .000    4
   56.50   -19.7840   -25.7592   -25.6953     5.9752   .000    3
   56.60   -19.7841   -25.6806   -25.6163     5.8965   .000    4
   56.70   -19.7842   -25.5864   -25.5218     5.8022   .000    5
   56.80   -19.7843   -25.4751   -25.4102     5.6908   .000    4
   56.90   -19.7844   -25.3454   -25.2801     5.5610   .000    3
   57.00   -19.7844   -25.1964   -25.1309     5.4120   .000    4
   57.10   -19.7844   -25.0280   -24.9621     5.2436   .000    5
   57.20   -19.7844   -24.8405   -24.7743     5.0561   .000    4
   57.30   -19.7843   -24.6356   -24.5691     4.8513   .000    4
   57.40   -19.7841   -24.4159   -24.3491     4.6319   .000    4
   57.50   -19.7837   -24.1856   -24.1187     4.4019   .000    4
   57.60   -19.7832   -23.9500   -23.8827     4.1668   .000    5
   57.70   -19.7828   -23.7160   -23.6484     3.9333   .000    4
   57.80   -19.7822   -23.4915   -23.4237     3.7093   .000    3
   57.90   -19.7817   -23.2850   -23.2169     3.5034   .000    4
   58.00   -19.7811   -23.1055   -23.0371     3.3244   .000    5
   58.10   -19.7806   -22.9612   -22.8926     3.1805   .000    5
   58.20   -19.7803   -22.8593   -22.7904     3.0790   .000    2
   58.30   -19.7801   -22.8053   -22.7362     3.0252   .000    4
   58.40   -19.7800   -22.8021   -22.7329     3.0221   .000    5
   58.50   -19.7802   -22.8501   -22.7807     3.0699   .000    4
   58.60   -19.7806   -22.9470   -22.8773     3.1664   .000    2
   58.70   -19.7810   -23.0878   -23.0180     3.3068   .000    4
   58.80   -19.7815   -23.2658   -23.1959     3.4843   .000    4
   58.90   -19.7821   -23.4727   -23.4025     3.6906   .000    4
   59.00   -19.7827   -23.6995   -23.6293     3.9169   .000    2
   59.10   -19.7832   -23.9374   -23.8669     4.1542   .000    4
   59.20   -19.7837   -24.1778   -24.1072     4.3941   .000    4
   59.30   -19.7840   -24.4133   -24.3426     4.6293   .000    4
   59.40   -19.7843   -24.6377   -24.5667     4.8533   .000    2
   59.50   -19.7845   -24.8458   -24.7748     5.0613   .000    4
   59.60   -19.7847   -25.0339   -24.9628     5.2492   .000    5
   59.70   -19.7847   -25.1993   -25.1281     5.4145   .000    5
   59.80   -19.7848   -25.3400   -25.2687     5.5552   .000    3
   59.90   -19.7848   -25.4547   -25.3833     5.6698   .000    2
   60.00   -19.7848   -25.5424   -25.4709     5.7576   .000    4
   60.10   -19.7849   -25.6024   -25.5308     5.8175   .000   14
   60.20   -19.7850   -25.6337   -25.5621     5.8486   .000    7
   60.30   -19.7852   -25.6350   -25.5634     5.8499   .000    3
   60.40   -19.7853   -25.6051   -25.5334     5.8197   .000   14
   60.50   -19.7856   -25.5418   -25.4701     5.7562   .000    7
   60.60   -19.7859   -25.4430   -25.3713     5.6571   .000    3
   60.70   -19.7862   -25.3061   -25.2345     5.5199   .000    5
   60.80   -19.7864   -25.1283   -25.0567     5.3419   .000    4
   60.90   -19.7867   -24.9073   -24.8356     5.1206   .000    4
   61.00   -19.7868   -24.6410   -24.5695     4.8542   .000    4
   61.10   -19.7869   -24.3289   -24.2574     4.5420   .000    6
   61.20   -19.7869   -23.9721   -23.9009     4.1852   .000    3
   61.30   -19.7866   -23.5740   -23.5026     3.7874   .000    5
   61.40   -19.7861   -23.1415   -23.0701     3.3555   .000    6
   61.50   -19.7853   -22.6853   -22.6139     2.9000   .000    5
   61.60   -19.7842   -22.2197   -22.1484     2.4355   .000    2
   61.70   -19.7830   -21.7631   -21.6919     1.9801   .000    4
   61.80   -19.7816   -21.3368   -21.2656     1.5552   .000    5
   61.90   -19.7803   -20.9635   -20.8922     1.1832   .000    4
   62.00   -19.7791   -20.6652   -20.5939      .8861   .000    2
   62.10   -19.7782   -20.4610   -20.3898      .6828   .000    4
   62.20   -19.7778   -20.3649   -20.2937      .5871   .000    4
   62.30   -19.7779   -20.3835   -20.3122      .6056   .000    4
   62.40   -19.7785   -20.5155   -20.4441      .7370   .000    3
   62.50   -19.7794   -20.7517   -20.6804      .9723   .000    4
   62.60   -19.7807   -21.0764   -21.0051     1.2957   .000    4
   62.70   -19.7821   -21.4692   -21.3979     1.6871   .000    2
   62.80   -19.7835   -21.9075   -21.8361     2.1241   .000    4
   62.90   -19.7847   -22.3688   -22.2973     2.5841   .000    4
   63.00   -19.7857   -22.8324   -22.7609     3.0467   .000    4
   63.10   -19.7864   -23.2811   -23.2096     3.4947   .000    2
   63.20   -19.7869   -23.7013   -23.6296     3.9144   .000    4
   63.30   -19.7871   -24.0834   -24.0116     4.2963   .000    5
   63.40   -19.7872   -24.4213   -24.3495     4.6341   .000    4
   63.50   -19.7871   -24.7118   -24.6400     4.9247   .000    2
   63.60   -19.7869   -24.9538   -24.8818     5.1669   .000    4
   63.70   -19.7868   -25.1477   -25.0757     5.3609   .000    5
   63.80   -19.7866   -25.2945   -25.2226     5.5080   .000    4
   63.90   -19.7864   -25.3957   -25.3236     5.6093   .000    2
   64.00   -19.7863   -25.4524   -25.3803     5.6661   .000    5
   64.10   -19.7863   -25.4653   -25.3933     5.6790   .000    6
   64.20   -19.7864   -25.4346   -25.3626     5.6483   .000    4
   64.30   -19.7865   -25.3598   -25.2878     5.5733   .000    2
   64.40   -19.7866   -25.2397   -25.1677     5.4531   .000    4
   64.50   -19.7868   -25.0729   -25.0009     5.2862   .000    4
   64.60   -19.7869   -24.8579   -24.7860     5.0710   .000    4
   64.70   -19.7870   -24.5936   -24.5217     4.8066   .000    3
   64.80   -19.7871   -24.2799   -24.2079     4.4928   .000    4
   64.90   -19.7870   -23.9182   -23.8463     4.1312   .000    4
   65.00   -19.7867   -23.5126   -23.4407     3.7259   .000    4
   65.10   -19.7862   -23.0704   -22.9986     3.2842   .000    4
   65.20   -19.7853   -22.6025   -22.5307     2.8172   .000    5
   65.30   -19.7843   -22.1242   -22.0524     2.3399   .000    4
   65.40   -19.7830   -21.6544   -21.5826     1.8714   .000    4
   65.50   -19.7816   -21.2152   -21.1433     1.4336   .000    3
   65.60   -19.7802   -20.8302   -20.7584     1.0500   .000    5
   65.70   -19.7789   -20.5223   -20.4506      .7434   .000    5
   65.80   -19.7780   -20.3116   -20.2398      .5335   .000    4
   65.90   -19.7776   -20.2122   -20.1403      .4346   .000    2
   66.00   -19.7777   -20.2311   -20.1594      .4534   .000    4
   66.10   -19.7783   -20.3669   -20.2951      .5886   .000    4
   66.20   -19.7793   -20.6099   -20.5381      .8306   .000    5
   66.30   -19.7806   -20.9436   -20.8718     1.1630   .000    3
   66.40   -19.7821   -21.3469   -21.2751     1.5648   .000    3
   66.50   -19.7835   -21.7963   -21.7245     2.0128   .000    4
   66.60   -19.7847   -22.2685   -22.1967     2.4838   .000    3
   66.70   -19.7857   -22.7424   -22.6706     2.9567   .000    4
   66.80   -19.7865   -23.2003   -23.1285     3.4139   .000    5
   66.90   -19.7869   -23.6286   -23.5567     3.8417   .000    5
   67.00   -19.7871   -24.0176   -23.9457     4.2305   .000    3
   67.10   -19.7872   -24.3614   -24.2895     4.5742   .000    4
   67.20   -19.7871   -24.6570   -24.5851     4.8699   .000    5
   67.30   -19.7869   -24.9038   -24.8318     5.1169   .000    4
   67.40   -19.7866   -25.1024   -25.0305     5.3158   .000    4
   67.50   -19.7864   -25.2546   -25.1827     5.4682   .000    4
   67.60   -19.7862   -25.3621   -25.2901     5.5759   .000    5
   67.70   -19.7861   -25.4268   -25.3548     5.6407   .000    4
   67.80   -19.7859   -25.4500   -25.3779     5.6640   .000    4
   67.90   -19.7859   -25.4326   -25.3606     5.6467   .000    4
   68.00   -19.7859   -25.3749   -25.3029     5.5890   .000    4
   68.10   -19.7860   -25.2767   -25.2050     5.4907   .000    3
   68.20   -19.7860   -25.1373   -25.0654     5.3512   .000    5
   68.30   -19.7862   -24.9562   -24.8843     5.1700   .000    5
   68.40   -19.7862   -24.7329   -24.6611     4.9466   .000    4
   68.50   -19.7863   -24.4678   -24.3958     4.6815   .000    3
   68.60   -19.7861   -24.1622   -24.0906     4.3762   .000    5
   68.70   -19.7858   -23.8199   -23.7483     4.0341   .000    5
   68.80   -19.7854   -23.4465   -23.3749     3.6611   .000    4
   68.90   -19.7847   -23.0507   -22.9792     3.2659   .000    4
   69.00   -19.7839   -22.6443   -22.5729     2.8604   .000    5
   69.10   -19.7828   -22.2420   -22.1707     2.4591   .000    5
   69.20   -19.7817   -21.8610   -21.7898     2.0793   .000    4
   69.30   -19.7806   -21.5200   -21.4488     1.7394   .000    3
   69.40   -19.7795   -21.2373   -21.1662     1.4578   .000    5
   69.50   -19.7787   -21.0296   -20.9585     1.2509   .000    5
   69.60   -19.7782   -20.9097   -20.8387     1.1314   .000    3
   69.70   -19.7781   -20.8852   -20.8143     1.1071   .000    4
   69.80   -19.7785   -20.9577   -20.8868     1.1792   .000    4
   69.90   -19.7791   -21.1221   -21.0513     1.3430   .000    4
   70.00   -19.7801   -21.3678   -21.2970     1.5877   .000    2
   70.10   -19.7812   -21.6798   -21.6091     1.8986   .000    4
   70.20   -19.7824   -22.0404   -21.9697     2.2580   .000    4
   70.30   -19.7834   -22.4309   -22.3603     2.6475   .000    4
   70.40   -19.7844   -22.8339   -22.7635     3.0496   .000    2
   70.50   -19.7851   -23.2337   -23.1632     3.4486   .000    4
   70.60   -19.7856   -23.6177   -23.5472     3.8321   .000    4
   70.70   -19.7859   -23.9763   -23.9059     4.1904   .000    4
   70.80   -19.7860   -24.3033   -24.2330     4.5173   .000    2
   70.90   -19.7859   -24.5951   -24.5249     4.8091   .000    4
   71.00   -19.7858   -24.8505   -24.7804     5.0647   .000    4
   71.10   -19.7855   -25.0700   -25.0001     5.2845   .000    4
   71.20   -19.7852   -25.2555   -25.1857     5.4703   .000    2
   71.30   -19.7849   -25.4096   -25.3400     5.6247   .000    4
   71.40   -19.7846   -25.5354   -25.4659     5.7508   .000    5
   71.50   -19.7843   -25.6361   -25.5668     5.8517   .000    5
   71.60   -19.7841   -25.7150   -25.6460     5.9309   .000    3
   71.70   -19.7838   -25.7750   -25.7062     5.9912   .000    4
   71.80   -19.7836   -25.8192   -25.7506     6.0355   .000    4
   71.90   -19.7835   -25.8499   -25.7816     6.0665   .000    5
   72.00   -19.7833   -25.8696   -25.8014     6.0863   .000    3
   72.10   -19.7831   -25.8801   -25.8122     6.0970   .000    4
   72.20   -19.7829   -25.8831   -25.8156     6.1002   .000    4
   72.30   -19.7828   -25.8802   -25.8129     6.0974   .000    4
   72.40   -19.7827   -25.8727   -25.8056     6.0900   .000    3
   72.50   -19.7826   -25.8615   -25.7947     6.0789   .000    4
   72.60   -19.7825   -25.8476   -25.7811     6.0651   .000    5
   72.70   -19.7825   -25.8319   -25.7656     6.0495   .000    4
   72.80   -19.7824   -25.8150   -25.7490     6.0326   .000    4
   72.90   -19.7823   -25.7975   -25.7318     6.0152   .000    4
   73.00   -19.7823   -25.7799   -25.7144     5.9977   .000    4
   73.10   -19.7822   -25.7627   -25.6974     5.9805   .000    4
   73.20   -19.7822   -25.7462   -25.6812     5.9641   .000    4
   73.30   -19.7821   -25.7308   -25.6660     5.9487   .000    4
   73.40   -19.7821   -25.7168   -25.6521     5.9347   .000    4
   73.50   -19.7821   -25.7042   -25.6396     5.9221   .000    2
   73.60   -19.7820   -25.6933   -25.6290     5.9113   .000    4
   73.70   -19.7820   -25.6842   -25.6201     5.9022   .000    4
   73.80   -19.7819   -25.6769   -25.6130     5.8949   .000    4
   73.90   -19.7819   -25.6714   -25.6076     5.8895   .000    4
   74.00   -19.7819   -25.6676   -25.6040     5.8857   .000    4
   74.10   -19.7819   -25.6655   -25.6021     5.8836   .000    4
   74.20   -19.7819   -25.6649   -25.6016     5.8830   .000    4
   74.30   -19.7819   -25.6656   -25.6024     5.8836   .000    4
   74.40   -19.7819   -25.6673   -25.6042     5.8854   .000    2
   74.50   -19.7819   -25.6698   -25.6069     5.8879   .000    4
   74.60   -19.7819   -25.6728   -25.6100     5.8909   .000    4
   74.70   -19.7819   -25.6759   -25.6133     5.8940   .000    5
   74.80   -19.7819   -25.6789   -25.6163     5.8970   .000    2
   74.90   -19.7819   -25.6814   -25.6189     5.8995   .000    4
   75.00   -19.7819   -25.6830   -25.6207     5.9011   .000    4
   75.10   -19.7819   -25.6833   -25.6211     5.9014   .000    4
   75.20   -19.7819   -25.6820   -25.6199     5.9001   .000    2
   75.30   -19.7819   -25.6787   -25.6168     5.8969   .000    4
   75.40   -19.7819   -25.6731   -25.6113     5.8912   .000    4
   75.50   -19.7819   -25.6648   -25.6030     5.8829   .000    4
   75.60   -19.7819   -25.6535   -25.5917     5.8716   .000    2
   75.70   -19.7818   -25.6388   -25.5772     5.8569   .000    4
   75.80   -19.7818   -25.6205   -25.5590     5.8387   .000    4
   75.90   -19.7818   -25.5985   -25.5371     5.8167   .000    4
   76.00   -19.7818   -25.5726   -25.5113     5.7908   .000    3
   76.10   -19.7818   -25.5427   -25.4813     5.7609   .000    3
   76.20   -19.7817   -25.5087   -25.4476     5.7270   .000    4
   76.30   -19.7817   -25.4710   -25.4099     5.6893   .000    5
   76.40   -19.7817   -25.4297   -25.3686     5.6480   .000    5
   76.50   -19.7816   -25.3851   -25.3242     5.6035   .000    2
   76.60   -19.7815   -25.3379   -25.2770     5.5564   .000    4
   76.70   -19.7815   -25.2887   -25.2278     5.5072   .000    4
   76.80   -19.7814   -25.2382   -25.1774     5.4568   .000    5
   76.90   -19.7813   -25.1874   -25.1267     5.4061   .000    3
   77.00   -19.7812   -25.1374   -25.0768     5.3562   .000    4
   77.10   -19.7811   -25.0893   -25.0287     5.3082   .000    4
   77.20   -19.7810   -25.0442   -24.9836     5.2632   .000    3
   77.30   -19.7809   -25.0034   -24.9429     5.2224   .000    5
   77.40   -19.7808   -24.9679   -24.9075     5.1870   .000    5
   77.50   -19.7808   -24.9387   -24.8784     5.1580   .000    4
   77.60   -19.7807   -24.9168   -24.8565     5.1361   .000    2
   77.70   -19.7806   -24.9028   -24.8425     5.1222   .000    4
   77.80   -19.7806   -24.8970   -24.8368     5.1164   .000    4
   77.90   -19.7806   -24.8996   -24.8394     5.1190   .000    5
   78.00   -19.7806   -24.9104   -24.8502     5.1298   .000    3
   78.10   -19.7807   -24.9290   -24.8689     5.1484   .000    4
   78.20   -19.7807   -24.9547   -24.8945     5.1739   .000    4
   78.30   -19.7808   -24.9864   -24.9262     5.2055   .000    4
   78.40   -19.7809   -25.0230   -24.9628     5.2421   .000    3
   78.50   -19.7810   -25.0632   -25.0030     5.2822   .000    4
   78.60   -19.7811   -25.1056   -25.0454     5.3245   .000    4
   78.70   -19.7812   -25.1487   -25.0886     5.3676   .000    4
   78.80   -19.7813   -25.1911   -25.1308     5.4098   .000    3
   78.90   -19.7813   -25.2312   -25.1710     5.4499   .000    4
   79.00   -19.7814   -25.2678   -25.2075     5.4864   .000    3
   79.10   -19.7815   -25.2995   -25.2392     5.5180   .000    4
   79.20   -19.7816   -25.3251   -25.2648     5.5435   .000    4
   79.30   -19.7816   -25.3436   -25.2832     5.5619   .000    3
   79.40   -19.7816   -25.3539   -25.2935     5.5722   .000    4
   79.50   -19.7817   -25.3552   -25.2948     5.5736   .000    4
   79.60   -19.7817   -25.3470   -25.2865     5.5652   .000    3
   79.70   -19.7817   -25.3284   -25.2679     5.5467   .000    4
   79.80   -19.7817   -25.2994   -25.2388     5.5176   .000    3
   79.90   -19.7817   -25.2594   -25.1987     5.4777   .000    4
   80.00   -19.7817   -25.2087   -25.1480     5.4271   .000    4
   80.10   -19.7816   -25.1475   -25.0867     5.3659   .000    4
   80.20   -19.7816   -25.0763   -25.0155     5.2948   .000    3
   80.30   -19.7815   -24.9960   -24.9352     5.2146   .000    5
   80.40   -19.7813   -24.9079   -24.8470     5.1266   .000    3
   80.50   -19.7812   -24.8136   -24.7526     5.0324   .000    4
   80.60   -19.7810   -24.7151   -24.6541     4.9341   .000    4
   80.70   -19.7808   -24.6149   -24.5538     4.8341   .000    4
   80.80   -19.7806   -24.5156   -24.4545     4.7350   .000    4
   80.90   -19.7804   -24.4202   -24.3591     4.6399   .000    4
   81.00   -19.7801   -24.3320   -24.2708     4.5518   .000    4
   81.10   -19.7799   -24.2538   -24.1926     4.4739   .000    4
   81.20   -19.7797   -24.1888   -24.1275     4.4090   .000    4
   81.30   -19.7796   -24.1393   -24.0780     4.3598   .000    4
   81.40   -19.7795   -24.1076   -24.0462     4.3281   .000    4
   81.50   -19.7795   -24.0950   -24.0335     4.3155   .000    5
   81.60   -19.7795   -24.1021   -24.0405     4.3226   .000    4
   81.70   -19.7795   -24.1288   -24.0673     4.3493   .000    3
   81.80   -19.7797   -24.1743   -24.1126     4.3946   .000    3
   81.90   -19.7798   -24.2367   -24.1750     4.4569   .000    5
   82.00   -19.7799   -24.3140   -24.2522     4.5340   .000    5
   82.10   -19.7801   -24.4034   -24.3416     4.6233   .000    3
   82.20   -19.7804   -24.5021   -24.4401     4.7217   .000    3
   82.30   -19.7806   -24.6069   -24.5449     4.8263   .000    3
   82.40   -19.7808   -24.7149   -24.6527     4.9341   .000    3
   82.50   -19.7809   -24.8232   -24.7609     5.0423   .000    5
   82.60   -19.7810   -24.9295   -24.8671     5.1485   .000    5
   82.70   -19.7811   -25.0315   -24.9690     5.2504   .000    3
   82.80   -19.7812   -25.1274   -25.0648     5.3462   .000    3
   82.90   -19.7813   -25.2159   -25.1533     5.4347   .000    4
   83.00   -19.7813   -25.2960   -25.2333     5.5147   .000    5
   83.10   -19.7813   -25.3669   -25.3041     5.5856   .000    4
   83.20   -19.7813   -25.4281   -25.3653     5.6468   .000    3
   83.30   -19.7813   -25.4794   -25.4164     5.6981   .000    4
   83.40   -19.7813   -25.5206   -25.4575     5.7393   .000    4
   83.50   -19.7813   -25.5515   -25.4884     5.7703   .000    3
   83.60   -19.7812   -25.5722   -25.5090     5.7909   .000    4
   83.70   -19.7812   -25.5824   -25.5192     5.8012   .000    4
   83.80   -19.7812   -25.5821   -25.5188     5.8008   .000    4
   83.90   -19.7812   -25.5709   -25.5077     5.7897   .000    3
   84.00   -19.7812   -25.5485   -25.4853     5.7673   .000    4
   84.10   -19.7813   -25.5145   -25.4513     5.7332   .000    4
   84.20   -19.7813   -25.4684   -25.4052     5.6871   .000    3
   84.30   -19.7813   -25.4096   -25.3464     5.6283   .000    5
